Wall time,Step,Value
1588438085.4076312,0,0.49000000953674316
1588438085.8998363,1,0.5830000042915344
1588438086.4034693,2,0.6729999780654907
1588438086.9415102,3,0.7179999947547913
1588438087.5162113,4,0.7490000128746033
1588438088.0518992,5,0.7680000066757202
1588438088.5736384,6,0.7910000085830688
1588438089.1218455,7,0.8090000152587891
1588438089.6540923,8,0.8410000205039978
1588438090.18658,9,0.8650000095367432
1588438090.7162292,10,0.8840000033378601
1588438091.297838,11,0.9079999923706055
1588438091.8382583,12,0.9160000085830688
1588438092.372278,13,0.9509999752044678
1588438092.9411216,14,0.9710000157356262
1588438093.4649808,15,0.9789999723434448
1588438093.974304,16,0.9919999837875366
1588438094.4689755,17,0.9959999918937683
1588438094.985454,18,0.9940000176429749
1588438095.5243258,19,0.9990000128746033
1588438096.0779712,20,1.0
1588438096.610321,21,1.0
1588438097.1942773,22,1.0
1588438097.7732291,23,1.0
1588438098.3840017,24,1.0
1588438098.9075303,25,1.0
1588438099.456352,26,1.0
1588438100.0012333,27,1.0
1588438100.5370872,28,1.0
1588438101.1230664,29,1.0
1588438101.7242596,30,1.0
1588438102.3245864,31,1.0
1588438102.8943748,32,1.0
1588438103.4498546,33,1.0
1588438104.0543063,34,1.0
1588438104.6906457,35,1.0
1588438105.3150318,36,1.0
1588438105.9378643,37,1.0
1588438106.5343175,38,1.0
1588438107.1415467,39,1.0
1588438107.7821698,40,1.0
1588438108.391248,41,1.0
1588438108.9966712,42,1.0
1588438109.608914,43,1.0
1588438110.2720048,44,1.0
1588438110.954306,45,1.0
1588438111.6925418,46,1.0
1588438112.2870128,47,1.0
1588438112.8900354,48,1.0
1588438113.445285,49,1.0
1588438114.0079834,50,1.0
1588438114.6191716,51,1.0
1588438115.175648,52,1.0
1588438115.7839043,53,1.0
1588438116.42173,54,1.0
1588438117.008732,55,1.0
1588438117.5878713,56,1.0
1588438118.1932487,57,1.0
1588438118.7601414,58,1.0
1588438119.3672376,59,1.0
1588438120.0305643,60,1.0
1588438120.6462526,61,1.0
1588438121.3497815,62,1.0
1588438122.0378368,63,1.0
1588438122.6676936,64,1.0
1588438123.3109891,65,1.0
1588438123.899554,66,1.0
1588438124.5015104,67,1.0
1588438125.088318,68,1.0
1588438125.6750371,69,1.0
1588438126.2802613,70,1.0
1588438126.864797,71,1.0
1588438127.4984477,72,1.0
1588438128.0723915,73,1.0
1588438128.6748812,74,1.0
1588438129.2904556,75,1.0
1588438129.90314,76,1.0
1588438130.5120528,77,1.0
1588438131.097896,78,1.0
1588438131.666877,79,1.0
