Wall time,Step,Value
1588435388.6039293,0,0.8406205773353577
1588435389.0835333,1,0.6849938035011292
1588435389.5450745,2,0.6615435481071472
1588435390.0011566,3,0.641683042049408
1588435390.4471169,4,0.59462970495224
1588435390.8870652,5,0.5555646419525146
1588435391.3347254,6,0.5374953746795654
1588435391.7872472,7,0.5062520503997803
1588435392.2623043,8,0.4664558470249176
1588435392.710217,9,0.4311310052871704
1588435393.1888087,10,0.3822786808013916
1588435393.640733,11,0.35310089588165283
1588435394.0866756,12,0.3139914870262146
1588435394.5346913,13,0.2764301896095276
1588435395.0137515,14,0.22885014116764069
1588435395.4917834,15,0.18419726192951202
1588435395.9464664,16,0.1414407640695572
1588435396.40619,17,0.10038326680660248
1588435396.8660464,18,0.08084170520305634
1588435397.353789,19,0.061327800154685974
1588435397.812043,20,0.05293906480073929
1588435398.270287,21,0.04212341830134392
1588435398.7558422,22,0.026738852262496948
1588435399.250046,23,0.019319284707307816
1588435399.7428932,24,0.01354975439608097
1588435400.257941,25,0.008689598180353642
1588435400.7559297,26,0.006353865843266249
1588435401.2429514,27,0.004921726416796446
1588435401.7229934,28,0.0035355733707547188
1588435402.2145932,29,0.002634734148159623
1588435402.686488,30,0.0021934472024440765
1588435403.1922941,31,0.0018601566553115845
1588435403.7556984,32,0.0016098773339763284
1588435404.3107374,33,0.0014519409742206335
1588435404.7981086,34,0.0013201992260292172
1588435405.276595,35,0.001209767535328865
1588435405.7528005,36,0.0011247744550928473
1588435406.2397056,37,0.0010496065951883793
1588435406.7047765,38,0.0009816368110477924
1588435407.1741326,39,0.0009254073956981301
1588435407.6215343,40,0.0008763928199186921
1588435408.1158803,41,0.0008161938167177141
1588435408.5959804,42,0.0007860321784391999
1588435409.068346,43,0.000724807963706553
1588435409.5745935,44,0.0006917323917150497
1588435410.1238525,45,0.0006563265342265368
1588435410.6333606,46,0.0006218025810085237
1588435411.1332245,47,0.0005915517685934901
1588435411.6378214,48,0.0005644917255267501
1588435412.1079335,49,0.00053696014219895
1588435412.6861556,50,0.0005151927471160889
1588435413.3334656,51,0.0004925270332023501
1588435413.8460736,52,0.00047353244735859334
1588435414.3595333,53,0.0004525315889623016
1588435414.8573737,54,0.00043529915274120867
1588435415.3752203,55,0.00041830347618088126
1588435415.9681199,56,0.00040139962220564485
1588435416.5502484,57,0.0003865001199301332
1588435417.0551255,58,0.00037127494579181075
1588435417.5425925,59,0.00035870695137418807
1588435418.0806084,60,0.00034578394843265414
1588435418.6776814,61,0.00033355355844832957
1588435419.2060084,62,0.0003208465641364455
1588435419.71297,63,0.0003124294162262231
1588435420.2147737,64,0.0002984228194691241
1588435420.709952,65,0.0002911739284172654
1588435421.2154863,66,0.00027972698444500566
1588435421.7104175,67,0.0002730715204961598
1588435422.317515,68,0.0002626648056320846
1588435422.9317107,69,0.00025605608243495226
1588435423.500011,70,0.0002468247548677027
1588435423.9732106,71,0.00023948978923726827
1588435424.480736,72,0.00023214459361042827
1588435424.9757965,73,0.0002250008546980098
1588435425.4709792,74,0.00021871947683393955
1588435426.0703378,75,0.00021202873904258013
1588435426.6832922,76,0.0002062303974526003
1588435427.2167706,77,0.00020057630899827927
1588435427.7106676,78,0.0001947133569046855
1588435428.2249258,79,0.0001893937587738037
1588435428.7144253,80,0.00018410730990581214
1588435429.2331402,81,0.00017947172455023974
1588435429.767288,82,0.00017447113350499421
1588435430.3658905,83,0.0001699981658020988
1588435430.9704208,84,0.00016547893756069243
1588435431.525722,85,0.00016173052426893264
1588435432.0656667,86,0.00015737605281174183
