Wall time,Step,Value
1588442464.3000417,0,1.5870087146759033
1588442464.8703992,1,0.5667663216590881
1588442465.427443,2,0.29041197896003723
1588442465.9757576,3,0.2012517899274826
1588442466.5215685,4,0.13064691424369812
1588442467.0722113,5,0.09861467778682709
1588442467.6224334,6,0.07602781802415848
1588442468.1765423,7,0.05494619905948639
1588442468.72813,8,0.041814327239990234
1588442469.2805996,9,0.0298889372497797
1588442469.8355784,10,0.022907666862010956
1588442470.3987477,11,0.01870788261294365
1588442470.9561434,12,0.01095664594322443
1588442471.518764,13,0.008568433113396168
1588442472.096925,14,0.007299029268324375
1588442472.6523895,15,0.005348361562937498
1588442473.2032084,16,0.0041140541434288025
1588442473.7673206,17,0.002856279956176877
1588442474.3407176,18,0.002176970010623336
1588442474.9139795,19,0.0018591403495520353
1588442475.4946678,20,0.0017102110432460904
1588442476.0951717,21,0.0014340822817757726
1588442476.6589131,22,0.0012651486322283745
1588442477.2636263,23,0.001129286247305572
1588442477.8317153,24,0.0010316392872482538
1588442478.4105566,25,0.0009310445748269558
1588442478.9800487,26,0.0008624596521258354
1588442479.575903,27,0.0007856509764678776
1588442480.1752427,28,0.0007383463671430945
1588442480.7636552,29,0.0007145459530875087
1588442481.3704908,30,0.0006573350401595235
1588442481.9567697,31,0.0006123187486082315
1588442482.5550907,32,0.0005819988436996937
1588442483.1475194,33,0.0005352425505407155
1588442483.726683,34,0.0005028488812968135
1588442484.3224752,35,0.0004751281812787056
1588442484.9309976,36,0.00044438362237997353
1588442485.5355537,37,0.00042219614260829985
1588442486.128636,38,0.0004049155686516315
1588442486.7081206,39,0.00038184309960342944
1588442487.3369882,40,0.0003638927883002907
1588442487.9239032,41,0.0003457026614341885
1588442488.5187538,42,0.0003283114347141236
1588442489.1481993,43,0.00031178854987956583
1588442489.7632563,44,0.00030425144359469414
1588442490.366027,45,0.00029311346588656306
1588442491.0111775,46,0.0002771873550955206
1588442491.6363552,47,0.0002680575707927346
1588442492.2472486,48,0.0002547652693465352
1588442492.8665383,49,0.0002452468906994909
1588442493.4778817,50,0.00023489355226047337
1588442494.1078546,51,0.00022528624685946852
1588442494.7192237,52,0.00021589994139503688
1588442495.3635924,53,0.00020885729463770986
1588442495.9683163,54,0.0002012419718084857
1588442496.5707018,55,0.00019441795302554965
1588442497.178288,56,0.00018672252190299332
1588442497.790158,57,0.00018110967357642949
1588442498.415445,58,0.0001742494059726596
1588442499.0393643,59,0.00016907358076423407
1588442499.6810539,60,0.00016326713375747204
1588442500.320976,61,0.00015856479876674712
1588442500.930017,62,0.00015285969129763544
1588442501.5678492,63,0.00014862942043691874
1588442502.1954763,64,0.00014422416279558092
1588442502.8468683,65,0.00014019536320120096
1588442503.4955456,66,0.00013589787704404444
1588442504.145094,67,0.0001315827394137159
1588442504.77164,68,0.0001274716923944652
1588442505.425436,69,0.00012409973714966327
1588442506.0507374,70,0.00012066101771779358
1588442506.65503,71,0.00011752652790164575
1588442507.2906978,72,0.00011477994848974049
1588442507.9306455,73,0.00011170840298291296
1588442508.5734544,74,0.00010868191748159006
1588442509.2180145,75,0.00010548901627771556
1588442509.8694181,76,0.000101844547316432
1588442510.514629,77,9.96198650682345e-05
1588442511.1763766,78,9.663248056313023e-05
1588442511.8145988,79,9.451532241655514e-05
