Wall time,Step,Value
1588438085.4075496,0,0.8071308732032776
1588438085.8997645,1,0.6802941560745239
1588438086.403386,2,0.6104000806808472
1588438086.9414191,3,0.5415343046188354
1588438087.516118,4,0.5047000646591187
1588438088.0518203,5,0.4632874131202698
1588438088.5735514,6,0.44853150844573975
1588438089.1217477,7,0.4095337390899658
1588438089.6539884,8,0.36360591650009155
1588438090.1864748,9,0.3222343623638153
1588438090.7161386,10,0.2767618000507355
1588438091.2977364,11,0.2320992350578308
1588438091.8381412,12,0.19735154509544373
1588438092.37219,13,0.15319284796714783
1588438092.941027,14,0.11301939934492111
1588438093.4648871,15,0.08061904460191727
1588438093.9742086,16,0.051915492862463
1588438094.468886,17,0.03876440227031708
1588438094.9853103,18,0.03726787492632866
1588438095.5242457,19,0.017691127955913544
1588438096.0778842,20,0.010433732531964779
1588438096.6102297,21,0.0070001049898564816
1588438097.194182,22,0.0050788032822310925
1588438097.773124,23,0.0037873322144150734
1588438098.3839173,24,0.003071350511163473
1588438098.9074402,25,0.0025774685200303793
1588438099.4562595,26,0.0022083488292992115
1588438100.0011294,27,0.0018874850356951356
1588438100.5369928,28,0.0016822813777253032
1588438101.1229105,29,0.0015224829548969865
1588438101.7241535,30,0.0013850049581378698
1588438102.3244925,31,0.001275331131182611
1588438102.8942668,32,0.0011691965628415346
1588438103.4497578,33,0.0010881309863179922
1588438104.0542185,34,0.0010131197050213814
1588438104.6905465,35,0.0009448471246287227
1588438105.314924,36,0.0008798980852589011
1588438105.937738,37,0.0008223493350669742
1588438106.534203,38,0.0007648722967132926
1588438107.1414456,39,0.0007267184555530548
1588438107.782077,40,0.0006829817430116236
1588438108.3911579,41,0.0006447043269872665
1588438108.9965835,42,0.0006095897988416255
1588438109.6088088,43,0.0005833363393321633
1588438110.2719185,44,0.0005476622609421611
1588438110.9542003,45,0.0005238361191004515
1588438111.6924164,46,0.0004937987541779876
1588438112.286917,47,0.00047419857583008707
1588438112.8899426,48,0.000451015483122319
1588438113.4451866,49,0.00043100761831738055
1588438114.007887,50,0.00041310262167826295
1588438114.619083,51,0.00039748597191646695
1588438115.1755593,52,0.0003806271415669471
1588438115.7838066,53,0.0003623821830842644
1588438116.4216328,54,0.00034705185680650175
1588438117.0085943,55,0.00033326196717098355
1588438117.5877855,56,0.0003197605547029525
1588438118.1931593,57,0.00030866669840179384
1588438118.760041,58,0.00029702187748625875
1588438119.3671384,59,0.00028545712120831013
1588438120.030467,60,0.00027561330352909863
1588438120.6461573,61,0.00026619769050739706
1588438121.3496249,62,0.00025803709286265075
1588438122.0377035,63,0.00024925064644776285
1588438122.667595,64,0.0002403686085017398
1588438123.3109012,65,0.00023170423810370266
1588438123.8994453,66,0.00022514128067996353
1588438124.5013971,67,0.0002176494599552825
1588438125.0882142,68,0.00021093011309858412
1588438125.6749237,69,0.00020541167759802192
1588438126.280153,70,0.00019808005890809
1588438126.864685,71,0.00019209337187930942
1588438127.4983494,72,0.0001868240797193721
1588438128.0722795,73,0.00018106699280906469
1588438128.6747775,74,0.00017597293481230736
1588438129.2903686,75,0.0001710469659883529
1588438129.9030428,76,0.0001668283948674798
1588438130.5119534,77,0.0001620922121219337
1588438131.0978081,78,0.00015696001355536282
1588438131.6667857,79,0.00015295195044018328
